id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10559898W,"[\"OL4385625A\"]","[]",,"Molodost' i zrelost'","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10560045W,"[\"OL4385703A\"]","[]",,"Russkaya skazka","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10560490W,"[\"OL4385956A\"]","[]",,"Den' pominoveniya","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10560554W,"[\"OL4385990A\"]","[]",,"Ekonomicheskie interesy i sotsial'noe razvitie kolkhoznogo krest'yanstva","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1056058W,"[\"OL105772A\"]","[]",,"Kumaṛolatā o pākhi","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10561019W,"[\"OL4386247A\"]","[]",,"O ieros mastos","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10561161W,"[\"OL4386315A\"]","[]",,"Ethnike  antistase  kai Dekemvre s 1944","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10561274W,"[\"OL4386383A\"]","[]",,"Siberian economy under transition","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10561505W,"[\"OL4386515A\"]","[]",,"Koz'ma Prutkov i ego druz'ya","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10561981W,"[\"OL4386726A\"]","[]",,"Nous les Français","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10562080W,"[\"OL4386763A\"]","[]",,"The viols and other bowed instruments","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10562352W,"[\"OL4386914A\"]","[]",,"Die illustrierten Vogelbücher","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10563083W,"[\"OL4387245A\"]","[\"Oscar A. H. Schmitz\"]",,"Die Kunst der Politik","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10563148W,"[\"OL4387283A\"]","[]",,"The electrician's guide to the 16th edition of the IEE wiring regulations","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10563341W,"[\"OL6001513A\"]","[\"Cecil John Charles Street\"]",,"Something to hide","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10563376W,"[\"OL4387336A\"]","[\"Agricultural Development and Advisory Service.\"]",,"Balers and bale handling","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10563392W,"[\"OL4387336A\"]","[\"Agricultural Development and Advisory Service.\"]",,"Bulky feeds for dairy cows","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10563641W,"[\"OL4387336A\"]","[\"Agricultural Development and Advisory Service.\"]",,"A system for lowland sheep","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10563780W,"[\"OL4387354A\"]","[]",,"Shakespeare breaks the illusion","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1056384W,"[\"OL105843A\"]","[]",,"Philiṅṅgo","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10564389W,"[\"OL160735A\"]","[\"Vicesimus Knox\"]",,"Winter evenings","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10564632W,"[\"OL4387724A\"]","[]",,"Determination of ocular threshold levels for infrared radiation cataractogenesis","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10564682W,"[\"OL4387772A\"]","[]",,"Characterisation of the mechanisms by which purported dopamine agonists reduce spontaneous locomotor activity of mice","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10565321W,"[\"OL1172104A\"]","[\"Christoph Clavius\"]",,"Algebra","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10565377W,"[\"OL4388332A\"]","[]",,"Biographical memoir of Daniel Boone","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1056571W,"[\"OL105904A\"]","[]","Author's memoirs of association with SNDT University.","My karmabhoomi","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10566191W,"[\"OL4389018A\"]","[]",,"The function of community law centres","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10566689W,"[\"OL239629A\"]","[\"Charles Brian Handy\"]",,"Beyond certainty","[\"7371080\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10567003W,"[\"OL4389624A\"]","[]",,"Experimental philosophy, in three books..","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
