id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11446774W,"[\"OL4814937A\"]","[]",,"Cultural & Political Studies Project","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11447618W,"[\"OL4815534A\"]","[]",,"Indian women rewriting themselves","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1144767W,"[\"OL116295A\"]","[\"John Henry Newman\"]",,"Remarks on certain passages in the Thirty-nine articles","[\"5717164\"]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11447751W,"[\"OL4815641A\"]","[]",,"Towards better interviewing","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11448372W,"[\"OL4815971A\"]","[]",,"An introduction to the security of computer systems","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL114487W,"[\"OL32694A\"]","[]",,"Don Juan in context","[]",2009-10-18
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11449686W,"[\"OL4816955A\"]","[]",,"Mechanisms of accessory cell function in rainbow trout (Oncorhynchus mykiss)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11449921W,"[\"OL4817131A\"]","[]",,"Silvia and other dramas for the young","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11450088W,"[\"OL4817247A\"]","[]",,"A world's affair","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11450091W,"[\"OL4817250A\"]","[]",,"Soil survey of Columbia County, Oregon","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11450235W,"[\"OL4817387A\"]","[]",,"Nights in armour","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11450243W,"[\"OL4817394A\"]","[]",,"The sister of Alhama","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11450325W,"[\"OL4817452A\"]","[]",,"Soil survey of the San Luis Obispo area, California","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11450666W,"[\"OL4817706A\"]","[]",,"Koprishchenski Damaskin","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11450768W,"[\"OL4817760A\"]","[]",,"NIH public advisory groups","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11451122W,"[\"OL4817962A\"]","[]",,"Sûbrani sǔchineniia","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11451324W,"[\"OL4818059A\"]","[]",,"Protection of Palo Verde Valley, Calif","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11451351W,"[\"OL4818059A\"]","[]",,"Surveys and investigations of Cimarron River system, southwestern Colfax County, N. Mex","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11451462W,"[\"OL4818071A\"]","[]",,"Additional compensation to special counsel in case of Doheny executors","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11451503W,"[\"OL4818075A\"]","[]",,"Untersuchungen zu Legende und Kult in Schrifttum, Religion und Volksglauben unter besonderer Berücksichtigung der Siebenschläfer-Wallfahrt","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11451629W,"[\"OL4818106A\"]","[]",,"Current activities in small earth terminal satellite domestic telecommunications","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1145175W,"[\"OL116332A\"]","[\"Norman Hepburn Baynes\"]",,"A bibliography of the works of J. B. Bury","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11451830W,"[\"OL4818218A\"]","[]",,"Chitanka staroslovenskoga jezika s rechnikom","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11452082W,"[\"OL4818347A\"]","[]",,"Step by step guide to building your own computer","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11452405W,"[\"OL4818560A\"]","[]",,"Ecological adaptations in Douglas-fir populations","[\"11864025\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11452681W,"[\"OL4818707A\"]","[]",,"Arkhaicheskie formy v sovremennom russkom iazyke","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1145295W,"[\"OL116341A\"]","[\"Samuel Wood\"]",,"The leading truths of revealed religion","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11453532W,"[\"OL4819207A\"]","[]",,"Assessment of light duty vehicle evaporative emission control technology","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11453860W,"[\"OL4819434A\"]","[]",,"Pétrographie et tectonique des Massifs centraux dauphinois","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
