id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10286307W,"[\"OL4244358A\"]","[]",,"LA Alimentacion En El Embarazo (Luna Creciente)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1028647W,"[\"OL98813A\"]","[]","Study on the Islamic concept of consumer's right and its application in self-service stores in Padang, West Sumatra, Indonesia.","Urgensi khiyar dan elastisitas penerapannya di toko-toko swalayan","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1028665W,"[\"OL98820A\"]","[]",,"Profil dan riwayat hidup penerima penghargaan kalpataru dari Propinsi Sumatera Barat","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10286834W,"[\"OL4244919A\"]","[]",,"Registro domiciliario y prueba ilicita","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1028684W,"[\"OL98828A\"]","[]","Study on interreligious relations in Padang, West Sumatra, Indonesia.","Profil kerukunan hidup umat beragama di Kotamadya Padang","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10287041W,"[\"OL4245144A\"]","[]",,"Voluntades Anticipadas - Una Alternativa a la Muerte Solitaria","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10287763W,"[\"OL4245847A\"]","[]",,"Sintesis de Historia Universal","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10287824W,"[\"OL4245913A\"]","[]",,"Eta Contra El Estado (Kriterios)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10287854W,"[\"OL4245928A\"]","[]",,"Fantasia Pack - Pegatinas","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288030W,"[\"OL4246115A\"]","[]",,"Mas respeto, que soy tu madre/ More Respect, I'm Your Mother","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288047W,"[\"OL4246127A\"]","[]",,"Sed De Champan","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288061W,"[\"OL4246144A\"]","[]",,"Ciencias Experimentales y El Progreso Social","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288236W,"[\"OL4246361A\"]","[\"Daniele Manacorda\"]",,"Un' officina lapidaria sulla Via Appia","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288252W,"[\"OL4246384A\"]","[]",,"Esparta","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288421W,"[\"OL4246547A\"]","[]",,"Eneagrama","[\"3332509\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288662W,"[\"OL4246778A\"]","[]",,"Cuaderno de imagines y otros cuentos","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288749W,"[\"OL4246873A\"]","[]",,"Ciencia, Arte y Medio Ambiente","[\"5274529\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10288888W,"[\"OL4247027A\"]","[]",,"Guia Practica Al Simbolismo Qabalistico 1","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10289230W,"[\"OL4247385A\"]","[]",,"Planimetria y Diseos de Baos","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10289341W,"[\"OL4247494A\"]","[]",,"Si Arruinarse Esta de Moda ..","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10289433W,"[\"OL4247584A\"]","[]",,"Records de la meva vida (Institut dEstudis Tarraconenses Ramon Berenguer IV)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10289524W,"[\"OL4247660A\"]","[]",,"Estrategias de gestión deportiva local","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10289689W,"[\"OL4247814A\"]","[]",,"El acceso al sistema del conocimiento","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10289873W,"[\"OL4247979A\"]","[]",,"Claribalte (Coleccion De Cervantes)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10289887W,"[\"OL4247993A\"]","[]",,"Grandes Maestros Museo del Prado","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1029028W,"[\"OL98963A\"]","[]",,"Aktualisasi partisipasi masyarakat untuk mendukung keberhasilan reformasi nasional","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10290351W,"[\"OL4248470A\"]","[]",,"La Cocina Sefardi La Riqueza Cultural","[\"5275186\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10290563W,"[\"OL4248691A\"]","[]",,"Contract Writing in Engineering Pipeline Hydraulics/Offshore Structure Technology - A Workbook for Engineers","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10290943W,"[\"OL4249046A\"]","[]",,"Sonata for solo violoncello","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10291513W,"[\"OL4249663A\"]","[]",,"Chandler Lake quadrangle","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1029169W,"[\"OL99017A\"]","[]","Practice of black magic in Banyuwangi.","Geger santet Banyuwangi","[\"5548714\"]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10291705W,"[\"OL4249851A\"]","[]",,"Congressional Pictorial Directory, 104th Congress","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10291784W,"[\"OL4249939A\"]","[]",,"Liquid Calibration Handbook","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10291849W,"[\"OL4250008A\"]","[]",,"Inner-Structure of Wuthering Heights","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10293992W,"[\"OL4252273A\"]","[]",,"Guide to Programs","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10294071W,"[\"OL4252354A\"]","[]",,"Windows 98 Manual de Autoenseanza","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10294313W,"[\"OL4252616A\"]","[]",,"Andalusian Landscapes","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10294406W,"[\"OL4252720A\"]","[]",,"Geografia con Pipo","[\"3333372\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10294482W,"[\"OL4252788A\"]","[]",,"Antropologia de La Eternidad","[\"5461256\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1029456W,"[\"OL99113A\"]","[]",,"Upacara ritual gondang junjungan Batak Toba di Sianjur Mula-Mula, Samosir","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10294572W,"[\"OL4252883A\"]","[]",,"de Barcino a Barcinona, Segles I-VII","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL102945W,"[\"OL24127A\"]","[\"Metropolitan Museum of Art (New York, N.Y.)\"]",,"American paintings & historical prints from the Middendorf collection","[]",2009-10-17
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10295004W,"[\"OL4253313A\"]","[]",,"Jardines Mediterraneos (Arquitectura)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10295158W,"[\"OL4253480A\"]","[]",,"Una Luz En LA Isla","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
