id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11863390W,"[\"OL5075774A\"]","[]",,"A study of public and private youth recreation in Lawrence, Massachusetts","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1186346W,"[\"OL119831A\"]","[]",,"The status of aliens according to the international law of peace","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11863862W,"[\"OL5076216A\"]","[]",,"Pedro Arrupe","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11864429W,"[\"OL5076662A\"]","[]",,"Posmotri v glaza chudovishch","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11864436W,"[\"OL5076668A\"]","[]",,"Helping student teachers through evaluation","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11864474W,"[\"OL5076689A\"]","[\"Ernst Carlson\"]",,"Skolgeografi i två kurser","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11864945W,"[\"OL5077065A\"]","[]",,"Studies in costs of production : process peas and beans, 1974-75","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11865101W,"[\"OL5077160A\"]","[]",,"Great master drawings & prints from the 15th to 20th centuries","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11865300W,"[\"OL5077283A\"]","[]",,"Geschichte der kleinasiatischen Galater","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1186555W,"[\"OL119838A\"]","[\"Gerhard Leibholz\"]",,"Strukturprobleme der modernen Demokratie","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11865564W,"[\"OL5077475A\"]","[\"Kengo Araki\"]",,"Unsei Shunkō no kenkyū","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11865572W,"[\"OL5077479A\"]","[]",,"Shahīd Mufattiḥ","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11866120W,"[\"OL5981611A\"]","[\"Breynat, Gabriel Joseph Elie, Abp.\"]",,"The flying bishop","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11866221W,"[\"OL5077988A\"]","[]",,"Harrap's French and English business dictionary","[\"5386751\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11866332W,"[\"OL5078064A\"]","[]",,"Menyimak praktik peningkatan kinerja & akuntabilitas di sektor publik","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11866469W,"[\"OL5078173A\"]","[]",,"University songs","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11866603W,"[\"OL5078268A\"]","[]",,"Corrupción en la ONU","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11866820W,"[\"OL5078422A\"]","[]",,"The Vladimir Mother of God","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
