id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10422595W,"[\"OL436133A\"]","[\"Mario Soldati\"]",,"Il vero silvestri","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10422759W,"[\"OL4326166A\"]","[]",,"Northwest England","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10423168W,"[\"OL4326300A\"]","[\"Johann Christoph von Schmid (1768 - 1854)\"]",,"The pet lamb","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10423390W,"[\"OL4326320A\"]","[\"Thomas Bernhard\"]",,"Yes","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1042348W,"[\"OL102588A\"]","[]",,"Rana tisaru","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10423493W,"[\"OL4326331A\"]","[]",,"Highways and byways in the Welsh Marches","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1042350W,"[\"OL102588A\"]","[]",,"Sahōdarayek","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10424171W,"[\"OL121482A\"]","[\"Phyllis Bottome\"]",,"The lifeline","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1042420W,"[\"OL102599A\"]","[]",,"Thatched huts and stucco palaces","[\"8466291\"]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10424383W,"[\"OL4326537A\"]","[]",,"Love and treasure laden","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10424654W,"[\"OL4326601A\"]","[]",,"The tiger's whisker, and other tales and legends from Asia and the Pacific","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1042479W,"[\"OL102609A\"]","[]",,"Water heritage of Sri Lanka","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1042504W,"[\"OL102615A\"]","[]",,"Sātvān dar","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10425351W,"[\"OL4326710A\"]","[]",,"Organisation, response, tabulations and statistical analysis of the South Hampshire housecondition survey 1970","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10426930W,"[\"OL1104A\"]","[\"Vladimir Ilich Lenin\"]",,"Protiv revizionizma","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10427339W,"[\"OL4327014A\"]","[\"Colin MacInnes\"]",,"Sweet Saturday night","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
