id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11676827W,"[\"OL4942690A\"]","[]",,"Group-sequential response-adaptive designs for clinical trials","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11677009W,"[\"OL4942821A\"]","[]",,"Advocacy resource directory for advocates, service users and mental health professionals in Camden and Islington","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11677143W,"[\"OL4942879A\"]","[]",,"Strategy document for equal opportunities","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11677237W,"[\"OL4942927A\"]","[]",,"Tian mi shua xin ji","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11677790W,"[\"OL4943191A\"]","[]",,"Silences","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11679200W,"[\"OL4944086A\"]","[]",,"Le Roi Gédéon","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11679219W,"[\"OL4944100A\"]","[]",,"Les animaux sauvages 3","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11679250W,"[\"OL4944126A\"]","[]",,"Monitoring of tributyl tin contamination in six marine inlets using biological indicators","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11679336W,"[\"OL4944173A\"]","[]",,"Géopolitique et pouvoirs","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11679355W,"[\"OL4944184A\"]","[]",,"Francis Brett Young","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11680133W,"[\"OL4944666A\"]","[]",,"Expatriation practices within Seagate Technology Northern Ireland and its impact on Seagate Technology Corporation","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11680144W,"[\"OL4944670A\"]","[]",,"Sheng huo bian zhi shou yi living-DIY","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1168020W,"[\"OL118077A\"]","[\"George Orwell\"]",,"The Collected Essays, Journalism and Letters of George Orwell","[\"-1\", \"7989823\"]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1168073W,"[\"OL118077A\"]","[\"George Orwell\"]",,"King Lear, Tolstoy and the Fool","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11680961W,"[\"OL4945197A\"]","[]",,"Salmon and trout","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11681284W,"[\"OL4945409A\"]","[]",,"Impact of living or working environments on persons with disabilities","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11681785W,"[\"OL4945772A\"]","[\"Umberto Puppini\"]",,"Modelli elettrici per lo studio del moto delle acque filtranti","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11681856W,"[\"OL4945837A\"]","[]",,"Report for the year August 1999 - July 2000","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11681978W,"[\"OL4945899A\"]","[]",,"The abbey of Kilkhampton revived; or Monumental records for the year 1780","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11682124W,"[\"OL4946007A\"]","[]",,"Die Ergebnisse der Viehstatistik in den wichtigsten europäischen Ländern","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11682422W,"[\"OL4712411A\"]","[\"Herbert Stanley Morrison\"]",,"Mr. Smith and Mr. Schmidt","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11682625W,"[\"OL4946301A\"]","[]",,"Goitre","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11683156W,"[\"OL4946641A\"]","[]",,"Address [before] the French Association for the Promotion of Science","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL11683594W,"[\"OL4946942A\"]","[\"Luis de Eguílaz\"]",,"Obras dramaticas","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
