id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10000049W,"[\"OL3964979A\"]","[]",,"Le crime organise/quatre films exemplaires","[\"3140091\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10000394W,"[\"OL3965434A\"]","[]",,"Portraits of Illusions","[\"3140733\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10000415W,"[\"OL3965461A\"]","[]",,"Le Berceau du monde","[\"3140790\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10000427W,"[\"OL3965478A\"]","[]",,"La fracture identitaire","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10000471W,"[\"OL3965508A\"]","[]",,"Jamiroquaï de A à Z","[\"3140910\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10001081W,"[\"OL3966201A\"]","[]",,"Contes soufis, tome 1","[\"3142335\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10001150W,"[\"OL3966289A\"]","[]",,"Le prix de la terre","[\"3142514\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10001271W,"[\"OL3966392A\"]","[]",,"Balzac","[\"3142712\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10001538W,"[\"OL3966709A\"]","[]",,"D'affectueuses révérences","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10001589W,"[\"OL3966774A\"]","[]",,"Le Livre de la douceur de vivre","[\"3143530\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10001670W,"[\"OL3966849A\"]","[]",,"Les carrières paramédicales","[\"3143659\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10002080W,"[\"OL3967340A\"]","[]",,"Accompagner la sexualite de l'adulte handicape","[\"3144600\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10002511W,"[\"OL3967903A\"]","[]",,"The Hero","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10002559W,"[\"OL3967953A\"]","[]",,"Piscines","[\"3145527\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10002622W,"[\"OL3968020A\"]","[]",,"PNL et Performance sportive. Un mental pour gagner","[\"3145646\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10002920W,"[\"OL112972A\"]","[\"Thomas More\"]",,"La tristesse du Christ","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10003153W,"[\"OL3968566A\"]","[]",,"Thèmes transversaux","[\"3146532\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10003545W,"[\"OL3969033A\"]","[]",,"Le Livre des parfums","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10003555W,"[\"OL3969043A\"]","[]",,"Relativité de la réalité","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10003587W,"[\"OL3969071A\"]","[]",,"Energétique alimentaire","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10003653W,"[\"OL3969162A\"]","[]",,"Guide Vagnon de tourisme fluvial, numéro 13","[\"3147404\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10003849W,"[\"OL3969362A\"]","[]",,"Isaac Moillon (1614-1673), un peintre du roi à Aubusson","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10004381W,"[\"OL3969910A\"]","[]",,"Globe-painter","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10004531W,"[\"OL3970132A\"]","[]",,"Jérusalem, 1850-1948","[\"3149318\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10004978W,"[\"OL3970702A\"]","[]",,"Encyclopédie du compagnonnage","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10005268W,"[\"OL3971036A\"]","[]",,"Les sujets corriges du bac Anglais","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
